,rain,tmax,tmin
1980-04-16 12:00:00,0.0,14.9,6.5
1980-04-17 12:00:00,0.0,14.2,6.7
1980-04-18 12:00:00,0.0,15.8,7.3
1980-04-19 12:00:00,0.0,10.9,3.3
1980-04-20 12:00:00,0.0,10.7,4.1
1980-04-21 12:00:00,0.0,11.4,2.3
1980-04-22 12:00:00,0.0,10.2,1.8
1980-04-23 12:00:00,13.1,13.9,2.6
1980-04-24 12:00:00,87.7,16.6,-0.1
1980-04-25 12:00:00,0.0,13.6,11.5
1980-04-26 12:00:00,19.2,11.9,9.3
1980-04-27 12:00:00,5.8,9.5,7.7
1980-04-28 12:00:00,6.4,10.1,7.7
1980-04-29 12:00:00,0.0,12.2,7.3
1980-04-30 12:00:00,0.0,12.9,5.3
1980-05-01 12:00:00,0.0,11.4,4.7
1980-05-02 12:00:00,0.0,12.1,6.1
1980-05-03 12:00:00,0.0,10.5,7.5
1980-05-04 12:00:00,0.0,12.1,3.6
1980-05-05 12:00:00,0.0,11.1,3.6
1980-05-06 12:00:00,0.0,10.7,5.5
1980-05-07 12:00:00,0.0,11.6,6.6
1980-05-08 12:00:00,0.0,10.5,4.9
1980-05-09 12:00:00,0.0,10.8,6.1
1980-05-10 12:00:00,0.0,13.6,6.4
1980-05-11 12:00:00,0.0,11.3,8.2
1980-05-12 12:00:00,1.1,10.2,6.8
1980-05-13 12:00:00,34.4,12.1,7.2
1980-05-14 12:00:00,2.8,11.3,7.8
1980-05-15 12:00:00,0.0,11.0,6.8
1980-05-16 12:00:00,0.0,11.0,6.4
1980-05-17 12:00:00,4.4,10.7,9.1
1980-05-18 12:00:00,30.6,9.3,8.6
1980-05-19 12:00:00,37.2,9.2,5.1
1980-05-20 12:00:00,99.4,9.5,3.7
1980-05-21 12:00:00,25.0,5.2,4.2
1980-05-22 12:00:00,71.1,8.6,2.3
1980-05-23 12:00:00,114.0,9.5,2.4
1980-05-24 12:00:00,22.2,8.2,8.3
1980-05-25 12:00:00,5.6,8.6,5.9
1980-05-26 12:00:00,0.0,8.0,5.2
1980-05-27 12:00:00,0.0,7.0,1.6
1980-05-28 12:00:00,0.0,9.0,2.0
1980-05-29 12:00:00,0.0,9.9,3.2
1980-05-30 12:00:00,0.0,7.5,3.4
1980-05-31 12:00:00,0.0,5.4,1.7
1980-06-01 12:00:00,2.6,8.3,1.9
1980-06-02 12:00:00,21.1,10.1,3.0
1980-06-03 12:00:00,21.7,10.0,6.8
1980-06-04 12:00:00,8.1,11.8,5.0
1980-06-05 12:00:00,5.9,11.4,4.4
1980-06-06 12:00:00,0.0,11.3,7.7
1980-06-07 12:00:00,0.0,6.4,3.8
1980-06-08 12:00:00,0.0,5.4,2.0
1980-06-09 12:00:00,37.4,8.1,4.8
1980-06-10 12:00:00,56.6,9.3,3.5
1980-06-11 12:00:00,1.1,5.8,2.8
1980-06-12 12:00:00,24.3,5.0,1.6
1980-06-13 12:00:00,1.1,8.6,0.9
1980-06-14 12:00:00,0.0,5.6,0.4
1980-06-15 12:00:00,0.0,6.2,-0.5
1980-06-16 12:00:00,0.0,2.2,0.8
1980-06-17 12:00:00,0.0,0.7,-1.0
1980-06-18 12:00:00,0.0,1.3,-1.6
1980-06-19 12:00:00,0.0,0.9,-1.9
1980-06-20 12:00:00,0.0,0.6,-1.9
1980-06-21 12:00:00,5.1,4.7,0.6
1980-06-22 12:00:00,17.1,5.7,0.6
1980-06-23 12:00:00,24.8,11.6,4.3
1980-06-24 12:00:00,9.6,8.2,5.0
1980-06-25 12:00:00,0.0,2.9,0.9
1980-06-26 12:00:00,0.0,3.0,-1.1
1980-06-27 12:00:00,0.0,0.8,-1.3
1980-06-28 12:00:00,0.0,4.8,-0.8
1980-06-29 12:00:00,24.8,7.5,3.4
1980-06-30 12:00:00,5.9,8.9,6.4
1980-07-01 12:00:00,31.8,9.0,6.8
1980-07-02 12:00:00,36.8,7.5,8.2
1980-07-03 12:00:00,2.9,7.8,7.3
1980-07-04 12:00:00,0.0,6.8,4.7
1980-07-05 12:00:00,0.0,5.8,2.8
1980-07-06 12:00:00,0.0,5.6,0.0
1980-07-07 12:00:00,31.7,5.2,3.8
1980-07-08 12:00:00,40.8,2.4,3.0
1980-07-09 12:00:00,10.6,1.6,0.5
1980-07-10 12:00:00,11.1,3.8,-1.1
1980-07-11 12:00:00,12.0,0.7,-1.2
1980-07-12 12:00:00,3.4,4.7,0.0
1980-07-13 12:00:00,11.8,5.1,0.0
1980-07-14 12:00:00,12.4,1.7,1.3
1980-07-15 12:00:00,1.3,3.4,-0.3
1980-07-16 12:00:00,0.0,5.5,0.0
1980-07-17 12:00:00,3.3,4.3,-2.8
1980-07-18 12:00:00,0.0,2.4,-2.4
1980-07-19 12:00:00,0.0,4.2,-1.8
1980-07-20 12:00:00,0.0,3.9,-1.8
1980-07-21 12:00:00,0.0,3.8,-1.3
1980-07-22 12:00:00,0.0,8.6,-1.9
1980-07-23 12:00:00,0.0,8.4,1.8
1980-07-24 12:00:00,0.0,6.9,1.9
1980-07-25 12:00:00,0.0,7.2,0.9
1980-07-26 12:00:00,0.0,8.2,-1.3
1980-07-27 12:00:00,0.0,2.5,-0.5
1980-07-28 12:00:00,0.0,4.9,-1.9
1980-07-29 12:00:00,0.0,3.2,-1.2
1980-07-30 12:00:00,19.3,5.0,-0.6
1980-07-31 12:00:00,15.4,6.8,2.3
1980-08-01 12:00:00,5.8,4.5,4.5
1980-08-02 12:00:00,1.1,6.4,0.4
1980-08-03 12:00:00,0.0,5.1,-2.4
1980-08-04 12:00:00,29.3,5.6,0.7
1980-08-05 12:00:00,28.1,8.6,5.1
1980-08-06 12:00:00,4.6,6.3,4.4
1980-08-07 12:00:00,0.0,6.1,2.1
1980-08-08 12:00:00,0.0,5.6,-0.2
1980-08-09 12:00:00,0.0,4.9,0.1
1980-08-10 12:00:00,15.2,7.6,-1.4
1980-08-11 12:00:00,100.4,7.4,1.1
1980-08-12 12:00:00,69.7,8.5,4.5
1980-08-13 12:00:00,21.3,5.3,3.7
1980-08-14 12:00:00,39.2,7.7,1.9
1980-08-15 12:00:00,84.8,6.5,0.6
1980-08-16 12:00:00,4.1,8.6,0.9
1980-08-17 12:00:00,0.0,9.3,0.3
1980-08-18 12:00:00,4.7,8.9,-1.9
1980-08-19 12:00:00,19.5,6.6,-3.1
1980-08-20 12:00:00,0.0,7.1,2.2
1980-08-21 12:00:00,0.0,5.2,-1.2
1980-08-22 12:00:00,11.4,8.2,0.3
1980-08-23 12:00:00,12.5,6.2,1.5
1980-08-24 12:00:00,38.2,8.0,6.4
1980-08-25 12:00:00,128.5,9.1,6.2
1980-08-26 12:00:00,0.0,7.7,4.0
1980-08-27 12:00:00,0.0,8.1,2.1
1980-08-28 12:00:00,8.6,8.8,3.0
1980-08-29 12:00:00,70.4,6.3,2.4
1980-08-30 12:00:00,33.7,7.4,4.3
1980-08-31 12:00:00,0.0,11.0,3.7
1980-09-01 12:00:00,58.4,9.1,3.8
1980-09-02 12:00:00,44.4,6.4,6.3
1980-09-03 12:00:00,18.6,6.2,3.5
1980-09-04 12:00:00,1.3,6.5,2.8
1980-09-05 12:00:00,0.0,7.6,0.3
1980-09-06 12:00:00,0.0,10.0,0.6
1980-09-07 12:00:00,12.9,10.0,2.6
1980-09-08 12:00:00,13.3,3.8,3.0
1980-09-09 12:00:00,18.1,8.6,1.7
1980-09-10 12:00:00,28.1,5.4,2.8
1980-09-11 12:00:00,50.8,7.2,2.5
1980-09-12 12:00:00,36.2,6.9,2.5
1980-09-13 12:00:00,7.3,4.5,0.8
1980-09-14 12:00:00,40.1,4.9,0.6
1980-09-15 12:00:00,16.7,9.1,-0.3
1980-09-16 12:00:00,35.4,7.8,4.3
1980-09-17 12:00:00,11.8,5.8,3.6
1980-09-18 12:00:00,0.0,9.7,2.8
1980-09-19 12:00:00,31.6,8.3,4.9
1980-09-20 12:00:00,7.1,8.3,4.1
1980-09-21 12:00:00,68.1,6.5,5.4
1980-09-22 12:00:00,49.5,6.3,3.9
1980-09-23 12:00:00,6.6,8.7,2.0
1980-09-24 12:00:00,10.1,8.0,2.8
1980-09-25 12:00:00,75.4,10.9,6.7
1980-09-26 12:00:00,13.7,10.2,6.6
1980-09-27 12:00:00,14.9,10.1,3.0
1980-09-28 12:00:00,43.2,6.9,2.9
1980-09-29 12:00:00,11.6,11.0,5.6
1980-09-30 12:00:00,14.1,10.3,0.8
1980-10-01 12:00:00,7.5,9.8,3.4
1980-10-02 12:00:00,1.6,12.7,11.5
1980-10-03 12:00:00,39.9,11.6,6.5
1980-10-04 12:00:00,0.0,10.1,5.2
1980-10-05 12:00:00,0.0,13.1,5.9
1980-10-06 12:00:00,16.8,8.6,7.0
1980-10-07 12:00:00,6.5,10.8,6.9
1980-10-08 12:00:00,29.5,11.0,7.4
1980-10-09 12:00:00,1.5,13.3,8.1
1980-10-10 12:00:00,0.0,14.2,4.6
1980-10-11 12:00:00,0.0,15.0,3.2
1980-10-12 12:00:00,0.0,14.5,3.9
1980-10-13 12:00:00,0.0,14.2,5.4
1980-10-14 12:00:00,8.7,12.0,5.2
1980-10-15 12:00:00,0.0,14.2,4.3
1980-10-16 12:00:00,0.0,10.2,5.4
1980-10-17 12:00:00,3.5,10.2,4.2
1980-10-18 12:00:00,2.2,11.1,4.3
1980-10-19 12:00:00,0.0,10.9,6.1
1980-10-20 12:00:00,0.0,12.8,7.6
1980-10-21 12:00:00,19.7,14.7,5.2
1980-10-22 12:00:00,1.5,13.1,7.9
1980-10-23 12:00:00,0.0,12.1,1.8
1980-10-24 12:00:00,23.7,14.0,7.9
1980-10-25 12:00:00,8.7,15.4,8.3
1980-10-26 13:00:00,16.4,17.6,8.8
1980-10-27 13:00:00,17.9,11.8,11.3
1980-10-28 13:00:00,61.8,12.9,10.0
1980-10-29 13:00:00,15.2,11.8,8.0
1980-10-30 13:00:00,50.8,8.2,5.8
1980-10-31 13:00:00,25.3,9.0,4.1
1980-11-01 13:00:00,4.5,9.4,4.8
1980-11-02 13:00:00,32.1,5.7,4.1
1980-11-03 13:00:00,23.3,9.7,3.5
1980-11-04 13:00:00,0.0,11.1,1.5
1980-11-05 13:00:00,0.0,12.3,3.9
1980-11-06 13:00:00,0.0,12.0,4.8
1980-11-07 13:00:00,0.0,11.7,4.9
1980-11-08 13:00:00,0.0,12.4,6.2
1980-11-09 13:00:00,0.0,12.8,5.2
1980-11-10 13:00:00,0.0,12.5,3.6
1980-11-11 13:00:00,6.7,10.8,4.3
1980-11-12 13:00:00,23.1,9.6,7.0
1980-11-13 13:00:00,0.0,16.6,3.7
1980-11-14 13:00:00,22.1,14.7,6.5
1980-11-15 13:00:00,4.8,8.9,6.0
1980-11-16 13:00:00,0.0,11.5,2.6
1980-11-17 13:00:00,3.2,10.6,3.1
1980-11-18 13:00:00,0.0,14.5,4.9
1980-11-19 13:00:00,41.8,17.2,8.6
1980-11-20 13:00:00,32.1,14.4,9.5
1980-11-21 13:00:00,52.3,7.7,6.9
1980-11-22 13:00:00,37.6,6.4,3.8
1980-11-23 13:00:00,19.4,5.7,2.3
1980-11-24 13:00:00,12.6,6.7,2.5
1980-11-25 13:00:00,2.3,7.5,1.9
1980-11-26 13:00:00,19.5,11.0,0.2
1980-11-27 13:00:00,93.8,9.8,2.7
1980-11-28 13:00:00,0.0,10.2,3.5
1980-11-29 13:00:00,0.0,13.6,5.7
1980-11-30 13:00:00,0.0,9.6,4.8
1980-12-01 13:00:00,20.9,11.3,5.2
1980-12-02 13:00:00,0.0,13.9,5.7
1980-12-03 13:00:00,0.0,17.3,7.1
1980-12-04 13:00:00,38.7,13.9,6.6
1980-12-05 13:00:00,0.0,14.1,8.6
1980-12-06 13:00:00,0.0,20.4,3.8
1980-12-07 13:00:00,10.1,9.7,8.9
1980-12-08 13:00:00,0.0,14.8,5.2
1980-12-09 13:00:00,2.8,15.6,5.6
1980-12-10 13:00:00,1.4,13.1,6.9
1980-12-11 13:00:00,0.0,18.0,6.2
1980-12-12 13:00:00,1.4,13.2,8.7
1980-12-13 13:00:00,0.0,17.0,11.8
1980-12-14 13:00:00,16.8,19.3,10.9
1980-12-15 13:00:00,63.4,16.3,12.5
1980-12-16 13:00:00,2.9,14.8,13.2
1980-12-17 13:00:00,6.5,16.7,8.5
1980-12-18 13:00:00,60.3,14.6,9.7
1980-12-19 13:00:00,37.8,14.2,9.6
1980-12-20 13:00:00,8.4,14.3,8.7
1980-12-21 13:00:00,1.1,11.7,8.5
1980-12-22 13:00:00,0.0,21.3,8.5
1980-12-23 13:00:00,0.0,21.3,10.9
1980-12-24 13:00:00,0.0,21.8,9.6
1980-12-25 13:00:00,0.0,24.7,13.7
1980-12-26 13:00:00,0.0,27.2,11.4
1980-12-27 13:00:00,0.0,30.2,13.7
1980-12-28 13:00:00,0.0,20.7,12.1
1980-12-29 13:00:00,0.0,24.4,11.0
1980-12-30 13:00:00,0.0,16.8,11.0
1980-12-31 13:00:00,0.0,17.3,8.9
1981-01-01 13:00:00,0.0,15.7,9.0
1981-01-02 13:00:00,19.5,10.9,12.9
1981-01-03 13:00:00,0.0,20.3,10.7
1981-01-04 13:00:00,59.9,16.8,9.8
1981-01-05 13:00:00,24.4,10.5,8.6
1981-01-06 13:00:00,25.4,11.9,6.3
1981-01-07 13:00:00,11.5,10.5,7.4
1981-01-08 13:00:00,0.0,12.7,4.7
1981-01-09 13:00:00,0.0,10.8,7.0
1981-01-10 13:00:00,0.0,17.6,11.0
1981-01-11 13:00:00,6.2,13.2,11.6
1981-01-12 13:00:00,0.0,17.1,12.1
1981-01-13 13:00:00,0.0,18.6,7.4
1981-01-14 13:00:00,0.0,23.3,9.0
1981-01-15 13:00:00,0.0,22.2,9.2
1981-01-16 13:00:00,0.0,18.1,13.4
1981-01-17 13:00:00,0.0,22.4,11.3
1981-01-18 13:00:00,0.0,15.6,11.1
1981-01-19 13:00:00,9.4,16.5,11.9
1981-01-20 13:00:00,0.0,17.4,14.1
1981-01-21 13:00:00,0.0,20.6,12.8
1981-01-22 13:00:00,23.3,21.1,10.8
1981-01-23 13:00:00,5.6,17.1,9.1
1981-01-24 13:00:00,0.0,12.9,9.4
1981-01-25 13:00:00,4.0,13.5,10.2
1981-01-26 13:00:00,14.2,15.4,10.5
1981-01-27 13:00:00,100.2,13.0,12.1
1981-01-28 13:00:00,0.0,11.1,10.0
1981-01-29 13:00:00,0.0,14.9,10.0
1981-01-30 13:00:00,0.0,16.5,8.7
1981-01-31 13:00:00,0.0,19.1,4.7
1981-02-01 13:00:00,5.7,12.1,7.0
1981-02-02 13:00:00,0.0,16.0,7.0
1981-02-03 13:00:00,0.0,15.0,7.7
1981-02-04 13:00:00,24.8,12.5,11.5
1981-02-05 13:00:00,1.7,18.6,10.9
1981-02-06 13:00:00,0.0,11.6,12.4
1981-02-07 13:00:00,0.0,15.4,7.6
1981-02-08 13:00:00,0.0,20.0,5.0
1981-02-09 13:00:00,46.3,22.6,7.4
1981-02-10 13:00:00,82.2,18.7,8.2
1981-02-11 13:00:00,0.0,14.4,10.0
1981-02-12 13:00:00,0.0,18.1,9.8
1981-02-13 13:00:00,0.0,17.4,8.7
1981-02-14 13:00:00,1.6,17.6,10.4
1981-02-15 13:00:00,4.2,19.3,13.7
1981-02-16 13:00:00,65.0,16.7,14.2
1981-02-17 13:00:00,1.9,14.2,5.7
1981-02-18 13:00:00,31.0,10.4,6.6
1981-02-19 13:00:00,29.3,11.1,6.9
1981-02-20 13:00:00,3.1,9.0,7.1
1981-02-21 13:00:00,0.0,12.7,3.7
1981-02-22 13:00:00,3.8,16.7,13.0
1981-02-23 13:00:00,2.5,14.7,7.7
1981-02-24 13:00:00,1.0,14.9,9.2
1981-02-25 13:00:00,2.7,17.8,10.1
1981-02-26 13:00:00,15.2,14.5,10.4
1981-02-27 13:00:00,0.0,20.5,12.9
1981-02-28 13:00:00,0.0,18.7,12.7
1981-03-01 12:00:00,0.0,19.7,13.3
1981-03-02 12:00:00,0.0,22.1,13.3
1981-03-03 12:00:00,0.0,17.1,11.0
1981-03-04 12:00:00,1.5,20.6,11.6
1981-03-05 12:00:00,45.7,16.8,12.4
1981-03-06 12:00:00,29.5,16.3,14.5
1981-03-07 12:00:00,7.0,16.2,13.0
1981-03-08 12:00:00,11.6,14.3,11.0
1981-03-09 12:00:00,22.8,13.0,11.4
1981-03-10 12:00:00,0.0,14.3,10.9
1981-03-11 12:00:00,27.2,14.2,10.1
1981-03-12 12:00:00,12.4,10.8,10.0
1981-03-13 12:00:00,0.0,13.9,9.1
1981-03-14 12:00:00,0.0,14.2,11.7
1981-03-15 12:00:00,22.7,16.8,10.3
1981-03-16 12:00:00,0.0,15.7,10.7
1981-03-17 12:00:00,29.4,14.0,11.9
1981-03-18 12:00:00,0.0,14.8,7.3
1981-03-19 12:00:00,0.0,16.7,5.8
1981-03-20 12:00:00,0.0,16.4,7.9
1981-03-21 12:00:00,17.4,16.6,3.2
1981-03-22 12:00:00,0.0,13.4,7.5
1981-03-23 12:00:00,0.0,17.7,7.9
1981-03-24 12:00:00,1.8,16.6,10.2
1981-03-25 12:00:00,25.9,17.9,11.4
1981-03-26 12:00:00,17.5,11.4,10.5
1981-03-27 12:00:00,11.6,13.4,7.2
1981-03-28 12:00:00,0.0,11.7,7.8
1981-03-29 12:00:00,0.0,10.8,5.8
1981-03-30 12:00:00,0.0,14.9,6.2
1981-03-31 12:00:00,1.9,15.4,6.7
1981-04-01 12:00:00,1.5,16.3,5.5
1981-04-02 12:00:00,0.0,15.7,13.6
1981-04-03 12:00:00,0.0,15.8,10.0
1981-04-04 12:00:00,0.0,14.4,8.9
1981-04-05 12:00:00,0.0,15.9,8.9
1981-04-06 12:00:00,1.5,14.8,9.1
1981-04-07 12:00:00,0.0,14.3,10.6
1981-04-08 12:00:00,5.7,13.8,11.9
1981-04-09 12:00:00,8.7,13.8,11.4
1981-04-10 12:00:00,21.5,13.4,11.5
1981-04-11 12:00:00,0.0,12.1,10.1
1981-04-12 12:00:00,0.0,13.6,7.8
1981-04-13 12:00:00,0.0,12.7,6.7
1981-04-14 12:00:00,0.0,11.9,6.9
1981-04-15 12:00:00,7.7,15.4,7.3
1981-04-16 12:00:00,28.0,12.6,3.3
1981-04-17 12:00:00,69.7,9.7,8.7
1981-04-18 12:00:00,12.6,8.9,6.3
1981-04-19 12:00:00,56.6,12.2,6.1
1981-04-20 12:00:00,28.2,9.1,6.8
1981-04-21 12:00:00,21.2,10.6,6.3
1981-04-22 12:00:00,14.0,11.5,4.9
1981-04-23 12:00:00,77.7,12.3,8.0
1981-04-24 12:00:00,2.1,9.7,5.6
1981-04-25 12:00:00,90.1,7.7,6.3
1981-04-26 12:00:00,22.0,6.3,6.5
1981-04-27 12:00:00,1.2,8.9,4.9
1981-04-28 12:00:00,12.5,8.2,4.8
1981-04-29 12:00:00,1.9,10.5,5.1
1981-04-30 12:00:00,0.0,9.7,3.5
1981-05-01 12:00:00,0.0,10.7,3.7
1981-05-02 12:00:00,0.0,10.6,5.3
1981-05-03 12:00:00,0.0,10.5,5.3
1981-05-04 12:00:00,0.0,12.7,8.3
1981-05-05 12:00:00,0.0,10.6,6.7
1981-05-06 12:00:00,0.0,9.8,4.0
1981-05-07 12:00:00,26.3,12.4,3.8
1981-05-08 12:00:00,36.8,10.4,7.3
1981-05-09 12:00:00,17.2,11.3,9.7
1981-05-10 12:00:00,33.9,11.8,8.9
1981-05-11 12:00:00,47.4,8.0,6.3
1981-05-12 12:00:00,11.7,6.6,5.5
1981-05-13 12:00:00,0.0,7.5,0.9
1981-05-14 12:00:00,4.4,7.7,1.0
1981-05-15 12:00:00,0.0,6.3,2.9
1981-05-16 12:00:00,6.9,7.9,1.7
1981-05-17 12:00:00,45.0,10.3,4.7
1981-05-18 12:00:00,0.0,6.3,5.7
1981-05-19 12:00:00,0.0,4.1,2.2
1981-05-20 12:00:00,0.0,8.5,-0.4
1981-05-21 12:00:00,0.0,7.3,-3.6
1981-05-22 12:00:00,0.0,9.7,3.6
1981-05-23 12:00:00,0.0,6.5,0.7
1981-05-24 12:00:00,0.0,4.6,0.2
1981-05-25 12:00:00,0.0,5.3,-0.4
1981-05-26 12:00:00,0.0,5.6,0.0
1981-05-27 12:00:00,0.0,4.8,0.2
1981-05-28 12:00:00,0.0,3.8,0.3
1981-05-29 12:00:00,2.5,6.5,-0.2
1981-05-30 12:00:00,4.8,10.7,3.5
1981-05-31 12:00:00,7.7,8.3,6.1
1981-06-01 12:00:00,10.4,9.2,8.5
1981-06-02 12:00:00,50.7,11.9,8.7
1981-06-03 12:00:00,23.7,9.6,8.2
1981-06-04 12:00:00,8.6,10.1,10.0
1981-06-05 12:00:00,0.0,5.0,4.1
1981-06-06 12:00:00,0.0,4.0,1.1
1981-06-07 12:00:00,0.0,4.3,0.3
1981-06-08 12:00:00,0.0,6.4,0.1
1981-06-09 12:00:00,0.0,4.0,4.8
1981-06-10 12:00:00,0.0,2.4,-0.2
1981-06-11 12:00:00,0.0,4.3,0.6
1981-06-12 12:00:00,0.0,2.9,1.2
1981-06-13 12:00:00,0.0,5.3,0.6
1981-06-14 12:00:00,0.0,4.8,0.2
1981-06-15 12:00:00,4.4,9.8,4.5
1981-06-16 12:00:00,10.0,7.6,5.1
1981-06-17 12:00:00,1.0,3.3,0.8
1981-06-18 12:00:00,49.9,4.9,0.4
1981-06-19 12:00:00,1.4,5.7,-0.6
1981-06-20 12:00:00,0.0,6.3,4.3
1981-06-21 12:00:00,0.0,6.8,2.0
1981-06-22 12:00:00,0.0,4.0,2.0
1981-06-23 12:00:00,0.0,3.5,2.7
1981-06-24 12:00:00,0.0,5.1,-1.0
1981-06-25 12:00:00,0.0,10.8,1.5
1981-06-26 12:00:00,53.7,8.6,1.8
1981-06-27 12:00:00,27.6,9.5,4.5
1981-06-28 12:00:00,18.0,7.3,5.8
1981-06-29 12:00:00,32.8,5.4,5.2
1981-06-30 12:00:00,16.2,6.9,5.5
1981-07-01 12:00:00,44.0,8.8,4.8
1981-07-02 12:00:00,35.9,7.9,6.4
1981-07-03 12:00:00,7.5,3.8,3.3
1981-07-04 12:00:00,0.0,4.8,2.5
1981-07-05 12:00:00,0.0,1.6,1.0
1981-07-06 12:00:00,0.0,4.5,-0.7
1981-07-07 12:00:00,6.9,5.3,1.1
1981-07-08 12:00:00,5.0,4.6,1.3
1981-07-09 12:00:00,1.0,4.6,-1.4
1981-07-10 12:00:00,0.0,6.1,-1.6
1981-07-11 12:00:00,0.0,5.5,3.3
1981-07-12 12:00:00,0.0,3.8,2.8
1981-07-13 12:00:00,0.0,4.8,3.8
1981-07-14 12:00:00,0.0,4.9,0.3
1981-07-15 12:00:00,0.0,1.6,0.2
1981-07-16 12:00:00,1.8,1.6,-2.3
1981-07-17 12:00:00,20.8,0.9,-1.6
1981-07-18 12:00:00,0.0,7.3,1.2
1981-07-19 12:00:00,0.0,2.0,1.0
1981-07-20 12:00:00,0.0,5.8,-1.0
1981-07-21 12:00:00,0.0,7.4,0.4
1981-07-22 12:00:00,0.0,6.3,0.5
1981-07-23 12:00:00,11.6,11.0,0.4
1981-07-24 12:00:00,8.4,8.3,5.6
1981-07-25 12:00:00,33.4,10.0,6.4
1981-07-26 12:00:00,29.5,5.3,4.0
1981-07-27 12:00:00,26.8,8.3,4.1
1981-07-28 12:00:00,35.6,4.9,4.2
1981-07-29 12:00:00,14.7,4.3,2.9
1981-07-30 12:00:00,5.3,6.1,3.1
1981-07-31 12:00:00,1.1,6.9,1.7
1981-08-01 12:00:00,0.0,7.1,3.7
1981-08-02 12:00:00,0.0,5.6,1.6
1981-08-03 12:00:00,0.0,6.7,0.2
1981-08-04 12:00:00,0.0,5.4,0.1
1981-08-05 12:00:00,0.0,5.0,-0.6
1981-08-06 12:00:00,0.0,4.8,-1.5
1981-08-07 12:00:00,0.0,3.1,-1.7
1981-08-08 12:00:00,0.0,7.0,-2.3
1981-08-09 12:00:00,1.3,6.9,0.7
1981-08-10 12:00:00,0.0,7.7,0.6
1981-08-11 12:00:00,0.0,7.7,1.9
1981-08-12 12:00:00,0.0,6.8,3.8
1981-08-13 12:00:00,0.0,6.8,-1.9
1981-08-14 12:00:00,0.0,6.8,-1.4
1981-08-15 12:00:00,22.2,4.5,2.2
1981-08-16 12:00:00,2.9,6.0,1.0
1981-08-17 12:00:00,10.1,6.0,3.0
1981-08-18 12:00:00,22.4,6.3,4.4
1981-08-19 12:00:00,3.8,7.0,4.4
1981-08-20 12:00:00,0.0,7.4,1.4
1981-08-21 12:00:00,0.0,8.8,3.2
1981-08-22 12:00:00,0.0,7.6,1.9
1981-08-23 12:00:00,0.0,5.5,-1.5
1981-08-24 12:00:00,0.0,6.3,-1.8
1981-08-25 12:00:00,0.0,7.8,0.0
1981-08-26 12:00:00,0.0,6.5,2.3
1981-08-27 12:00:00,0.0,7.8,0.7
1981-08-28 12:00:00,0.0,6.0,-1.9
1981-08-29 12:00:00,0.0,6.5,-2.3
1981-08-30 12:00:00,0.0,8.6,-0.7
1981-08-31 12:00:00,0.0,7.7,-2.0
1981-09-01 12:00:00,0.0,7.3,-1.7
1981-09-02 12:00:00,37.7,7.3,0.6
1981-09-03 12:00:00,17.5,3.3,-3.1
1981-09-04 12:00:00,40.5,5.3,0.1
1981-09-05 12:00:00,7.4,2.6,-0.2
1981-09-06 12:00:00,24.0,6.8,-1.4
1981-09-07 12:00:00,53.2,6.7,0.8
1981-09-08 12:00:00,10.9,9.5,3.4
1981-09-09 12:00:00,29.1,7.0,4.7
1981-09-10 12:00:00,9.9,8.1,3.0
1981-09-11 12:00:00,16.5,7.6,2.9
1981-09-12 12:00:00,18.2,8.4,4.8
1981-09-13 12:00:00,56.9,5.6,2.3
1981-09-14 12:00:00,1.5,6.8,1.4
1981-09-15 12:00:00,33.4,5.7,0.9
1981-09-16 12:00:00,0.0,11.9,2.8
1981-09-17 12:00:00,0.0,10.5,0.7
1981-09-18 12:00:00,38.8,7.6,0.2
1981-09-19 12:00:00,11.8,10.2,5.0
1981-09-20 12:00:00,2.7,8.2,2.9
1981-09-21 12:00:00,0.0,11.3,2.0
1981-09-22 12:00:00,4.3,10.8,2.8
1981-09-23 12:00:00,1.9,8.3,3.2
1981-09-24 12:00:00,26.5,8.1,3.2
1981-09-25 12:00:00,62.5,5.2,3.7
1981-09-26 12:00:00,28.0,3.6,3.0
1981-09-27 12:00:00,7.5,8.0,2.6
1981-09-28 12:00:00,8.9,9.7,4.7
1981-09-29 12:00:00,25.9,8.9,1.2
1981-09-30 12:00:00,3.1,7.5,1.4
1981-10-01 12:00:00,32.5,9.7,6.9
1981-10-02 12:00:00,68.2,12.4,6.7
1981-10-03 12:00:00,79.5,9.1,7.5
1981-10-04 12:00:00,13.4,6.6,7.2
1981-10-05 12:00:00,2.2,8.6,4.3
1981-10-06 12:00:00,0.0,13.0,3.6
1981-10-07 12:00:00,37.7,12.2,3.9
1981-10-08 12:00:00,9.8,6.9,4.1
1981-10-09 12:00:00,0.0,12.3,3.5
1981-10-10 12:00:00,35.8,8.4,6.7
1981-10-11 12:00:00,0.0,9.6,3.1
1981-10-12 12:00:00,0.0,8.0,3.3
1981-10-13 12:00:00,0.0,10.9,2.7
1981-10-14 12:00:00,1.7,11.5,6.5
1981-10-15 12:00:00,34.6,10.2,9.8
1981-10-16 12:00:00,0.0,9.4,6.6
1981-10-17 12:00:00,0.0,10.9,2.7
1981-10-18 12:00:00,0.0,15.1,1.9
1981-10-19 12:00:00,0.0,15.8,4.8
1981-10-20 12:00:00,0.0,15.5,4.1
1981-10-21 12:00:00,8.5,14.3,4.4
1981-10-22 12:00:00,81.1,10.4,8.3
1981-10-23 12:00:00,5.7,13.7,8.8
1981-10-24 12:00:00,0.0,13.3,5.8
